image,caption,audio
3O36_T_sNzA.png,"A motor vehicle is running, metal vibrates, and an adult male speaks",./data/audiocaps/dataset/train/3O36_T_sNzA.wav
3OBX7R7QzgY.png,A rattling noise followed by a toilet flushing,./data/audiocaps/dataset/train/3OBX7R7QzgY.wav
3O7XXL9P_P0.png,"Waves crash and wind blows, people speak with engines in the distance",./data/audiocaps/dataset/train/3O7XXL9P_P0.wav
3O7MBPxU-O0.png,"Many ducks are quacking, and an adult female and adult male speak",./data/audiocaps/dataset/train/3O7MBPxU-O0.wav
FoBom34Dhk0.png,Whooshing sound followed by the propeller of a helicopter,./data/audiocaps/dataset/train/FoBom34Dhk0.wav
w7HN-khjn2A.png,Bird chirping with a huffing sound,./data/audiocaps/dataset/train/w7HN-khjn2A.wav
iSng47tP-k8.png,Music playing with someone whistling,./data/audiocaps/dataset/train/iSng47tP-k8.wav
tfgAHm6BA9U.png,Rustling leaves with insects buzzing and a man speaking,./data/audiocaps/dataset/train/tfgAHm6BA9U.wav
4Y1smWA18WI.png,Something is gently rubbing together as a woman speaks softly,./data/audiocaps/dataset/train/4Y1smWA18WI.wav
4Y05buKvYcA.png,A man speaking,./data/audiocaps/dataset/train/4Y05buKvYcA.wav
4XySzrJjVMc.png,A man is giving a speech,./data/audiocaps/dataset/train/4XySzrJjVMc.wav
4Y9W-X1s8rQ.png,"A person speaks, a dog snaps and barks, a person laughs",./data/audiocaps/dataset/train/4Y9W-X1s8rQ.wav
4Y3TCTcUvDs.png,"Insects chirping, a buzzing sound, and a man talking",./data/audiocaps/dataset/train/4Y3TCTcUvDs.wav
-uY-Eic5y84.png,The phone rings as someone picks it up and talks in another language,./data/audiocaps/dataset/train/-uY-Eic5y84.wav
-uYv5mWJ13M.png,A man giving a speech,./data/audiocaps/dataset/train/-uYv5mWJ13M.wav
4YCUCqaJ-cI.png,A man is giving a speech,./data/audiocaps/dataset/train/4YCUCqaJ-cI.wav
1LDskkJ8fmE.png,A shorter beep tone followed by constant beep sound,./data/audiocaps/dataset/train/1LDskkJ8fmE.wav
1LErCZt4JbE.png,A car engine roars while a passing car skids,./data/audiocaps/dataset/train/1LErCZt4JbE.wav
1LK_YuOupwc.png,Wind blowing and clicking noise,./data/audiocaps/dataset/train/1LK_YuOupwc.wav
1L5OSIHGRXA.png,Large explosion while several individuals yell and scream,./data/audiocaps/dataset/train/1L5OSIHGRXA.wav
1L8ciRtCm90.png,A cat hisses and an adult male is talking,./data/audiocaps/dataset/train/1L8ciRtCm90.wav
1LBBA76-TuQ.png,A helicopter lifting off,./data/audiocaps/dataset/train/1LBBA76-TuQ.wav
1LMIvmMa4n4.png,A boat motor is running and water is splashing,./data/audiocaps/dataset/train/1LMIvmMa4n4.wav
1LOFrn6n7Qo.png,"Traffic passes in the distance, small clinking of metal, a dog barks, people speed",./data/audiocaps/dataset/train/1LOFrn6n7Qo.wav
gZcqmpqTvQo.png,A duck quacking with some rustling and people speaking,./data/audiocaps/dataset/train/gZcqmpqTvQo.wav
mrh0LuFVLZg.png,Sizzling together with female speech and rustling,./data/audiocaps/dataset/train/mrh0LuFVLZg.wav
HAFLlYWq4MY.png,A spray is released nearby,./data/audiocaps/dataset/train/HAFLlYWq4MY.wav
w7E8xf1o0r8.png,A helicopter engine whirring from a distance,./data/audiocaps/dataset/train/w7E8xf1o0r8.wav
6BO4WCh96W0.png,A dog barks while men speak,./data/audiocaps/dataset/train/6BO4WCh96W0.wav
6BQAAtGVJzc.png,A persons step quietly as a snoring person sleeps,./data/audiocaps/dataset/train/6BQAAtGVJzc.wav
efHG6tZHFfE.png,"Laughter of a group of people followed by speech, with moaning in the background",./data/audiocaps/dataset/train/efHG6tZHFfE.wav
fNNFs8K0blo.png,Man speaking and crowd applause with cheers,./data/audiocaps/dataset/train/fNNFs8K0blo.wav
6BEl-muSUqY.png,"A woman gives a speech, her voice echoes",./data/audiocaps/dataset/train/6BEl-muSUqY.wav
6BGxUnjHKDQ.png,A small door shuts followed by digital beeping of an appliance,./data/audiocaps/dataset/train/6BGxUnjHKDQ.wav
6BMCZPsuLQ4.png,Mechanical humming mixed with slow vibrations of a sewing machine,./data/audiocaps/dataset/train/6BMCZPsuLQ4.wav
6BMN_8txY40.png,Sound of engine followed by horn beeping. A woman then laughs and a man talks,./data/audiocaps/dataset/train/6BMN_8txY40.wav
6BL5060jo38.png,A person whistles and is followed by a digital alarm,./data/audiocaps/dataset/train/6BL5060jo38.wav
Kc7P798BfZ4.png,"A motor is running and vibrating in the background, an adult male speaks, and random soft metal clinks and clacks occur",./data/audiocaps/dataset/train/Kc7P798BfZ4.wav
qnJAVHQ5Qro.png,A motorcycle engine starts and accelerates,./data/audiocaps/dataset/train/qnJAVHQ5Qro.wav
qnN6NjxSfUk.png,"A man talks nearby, during which dishes clang",./data/audiocaps/dataset/train/qnN6NjxSfUk.wav
qnIV4diWKoc.png,"Dogs growl and yelp as birds chirp, then there is an increasing droning sound in the background",./data/audiocaps/dataset/train/qnIV4diWKoc.wav
qnIrh8pROYo.png,Water splashes and a man speaks,./data/audiocaps/dataset/train/qnIrh8pROYo.wav
Kc66Krp4BWU.png,Mechanical humming with clicking,./data/audiocaps/dataset/train/Kc66Krp4BWU.wav
Kc4xrWpOrUM.png,"Water splashes and gurgles as wooden thumping occur, then strong wind occurs",./data/audiocaps/dataset/train/Kc4xrWpOrUM.wav
qn2eM4X0XmA.png,Clanking and an insect buzzing with a brief cough,./data/audiocaps/dataset/train/qn2eM4X0XmA.wav
Kby08jHmSQA.png,A car moves fast and skids while electronic beeps sound,./data/audiocaps/dataset/train/Kby08jHmSQA.wav
Kc0P4JMeySM.png,A man speaks with some scraping footsteps and distant traffic passing,./data/audiocaps/dataset/train/Kc0P4JMeySM.wav
Kc-3eHVcjuY.png,Mans voice with crackling sound and a thump,./data/audiocaps/dataset/train/Kc-3eHVcjuY.wav
5j9yOXdmbIM.png,A woman presents a monologue,./data/audiocaps/dataset/train/5j9yOXdmbIM.wav
7CoLnTZn774.png,"Someone is chainsawing something making rumbling, vibrating noises",./data/audiocaps/dataset/train/7CoLnTZn774.wav
7CnW8LQWGog.png,A cartoon voice is talking and a man is snoring sharply,./data/audiocaps/dataset/train/7CnW8LQWGog.wav
7Cmy6JK-2Sk.png,Female speaking with dog barking and growling,./data/audiocaps/dataset/train/7Cmy6JK-2Sk.wav
5jEombys394.png,A repetitive clicking noise,./data/audiocaps/dataset/train/5jEombys394.wav
7CkzKMdEeQ4.png,Person walks then a woman speaks,./data/audiocaps/dataset/train/7CkzKMdEeQ4.wav
7Cktm-paydM.png,"An aircraft engine is operating, mechanical whirring is present, and an adult male speaks in the background",./data/audiocaps/dataset/train/7Cktm-paydM.wav
5jF0CAkK64g.png,A man speaks as a power tool vibrates faster,./data/audiocaps/dataset/train/5jF0CAkK64g.wav
3jmOv2yFt-w.png,A frog croaks and a fly buzzes and splashing water,./data/audiocaps/dataset/train/3jmOv2yFt-w.wav
3jmZmwyiMaQ.png,"Steamship-like horns are blowing, and people are speaking in the background",./data/audiocaps/dataset/train/3jmZmwyiMaQ.wav
3jk6z4QFveA.png,Steady rumble and door shutting,./data/audiocaps/dataset/train/3jk6z4QFveA.wav
3jmCvpJoojg.png,A person speaks with a dog panting and air traffic passing overhead,./data/audiocaps/dataset/train/3jmCvpJoojg.wav
3jpAt_madtA.png,A horse is trotting around at a medium pace,./data/audiocaps/dataset/train/3jpAt_madtA.wav
3johbhk-5pc.png,A woman speaks and a dog barks in the background,./data/audiocaps/dataset/train/3johbhk-5pc.wav
61tBhwF0gSg.png,Some humming of traffic with ducks quacking,./data/audiocaps/dataset/train/61tBhwF0gSg.wav
61vdanMlQwQ.png,Someone is snoring meanwhile people are talking and laughing in the background,./data/audiocaps/dataset/train/61vdanMlQwQ.wav
62-irQoFbHo.png,A single female voice speaking,./data/audiocaps/dataset/train/62-irQoFbHo.wav
6200R3c-l5A.png,Revving of a motor vehicle engine,./data/audiocaps/dataset/train/6200R3c-l5A.wav
623OFsMCNlA.png,A woman giving a speech,./data/audiocaps/dataset/train/623OFsMCNlA.wav
6246QqG0zws.png,"A bell is ringing, and there is rhythmic creaking in the background",./data/audiocaps/dataset/train/6246QqG0zws.wav
6248qDxR1LA.png,Two men speaking to one another,./data/audiocaps/dataset/train/6248qDxR1LA.wav
625-kabFQ5c.png,"Large banging and clanking, people speak",./data/audiocaps/dataset/train/625-kabFQ5c.wav
qlVLUy24vW4.png,Something does ticktock,./data/audiocaps/dataset/train/qlVLUy24vW4.wav
YKPc-nbLnU0.png,A car racing by and people talking,./data/audiocaps/dataset/train/YKPc-nbLnU0.wav
82RqdFoi9IE.png,Ambulance siren getting louder,./data/audiocaps/dataset/train/82RqdFoi9IE.wav
82RQfyvY4ws.png,Mid frequency idling noises from a car engine,./data/audiocaps/dataset/train/82RQfyvY4ws.wav
82UKyR-w1t0.png,A siren is going off deeply and a man is speaking over a radio,./data/audiocaps/dataset/train/82UKyR-w1t0.wav
82T4Vgg4_Kw.png,A car alarm is going off and humming is happening,./data/audiocaps/dataset/train/82T4Vgg4_Kw.wav
82WM_79lzOA.png,A vehicle engine accelerating followed by a man speaking,./data/audiocaps/dataset/train/82WM_79lzOA.wav
82bPKfjeFms.png,A large vehicle passing by,./data/audiocaps/dataset/train/82bPKfjeFms.wav
82gJth9cnqs.png,Natural outdoor sounds followed by a duck making a quacking sound,./data/audiocaps/dataset/train/82gJth9cnqs.wav
82f4N4PPYDg.png,"Sizzling and crackling are ongoing, metal clinking occurs, and an adult female speaks",./data/audiocaps/dataset/train/82f4N4PPYDg.wav
pgm8FSDhH_k.png,Nonstop machine buzzing concurrent with oscillating wood filing,./data/audiocaps/dataset/train/pgm8FSDhH_k.wav
7eJh1aFHhmA.png,A woman gives a speech,./data/audiocaps/dataset/train/7eJh1aFHhmA.wav
7eNldR89FQs.png,Helicopter is vibrating deeply and wind is blowing,./data/audiocaps/dataset/train/7eNldR89FQs.wav
7eXJi6hyxk4.png,Motorcycle engine revving,./data/audiocaps/dataset/train/7eXJi6hyxk4.wav
7eamJ4KyBs8.png,A car engine is deeply idling then is revved up then several low beeps go off,./data/audiocaps/dataset/train/7eamJ4KyBs8.wav
7edpox_UrfA.png,House fly going from faint to louder noise,./data/audiocaps/dataset/train/7edpox_UrfA.wav
7eeIBTfeUkQ.png,Two cats meowing,./data/audiocaps/dataset/train/7eeIBTfeUkQ.wav
7efwcmaXheQ.png,A small animal croaks and chirps,./data/audiocaps/dataset/train/7efwcmaXheQ.wav
7egdKj_ASqg.png,Several pigeons cooing,./data/audiocaps/dataset/train/7egdKj_ASqg.wav
FFR_IWKAbsw.png,Music ringing followed by a goat screaming and people speaking,./data/audiocaps/dataset/train/FFR_IWKAbsw.wav
xRZN2ikmTu0.png,A male voice on loudspeakers followed by an eruption of laughter and cheering from an audience,./data/audiocaps/dataset/train/xRZN2ikmTu0.wav
xRY00GTdokM.png,A woman laughs softly and then hiccups and a baby laughs at her,./data/audiocaps/dataset/train/xRY00GTdokM.wav
5zdims2OEL4.png,Woman talking and dog barking,./data/audiocaps/dataset/train/5zdims2OEL4.wav
5zgfPEkjtKU.png,A motorbike runs then young men speak,./data/audiocaps/dataset/train/5zgfPEkjtKU.wav
5zgKdoD1oT8.png,A female speaking with the faint sound of a dog panting in the background,./data/audiocaps/dataset/train/5zgKdoD1oT8.wav
5zXX_WBvjiY.png,Background speech with heavy breathing,./data/audiocaps/dataset/train/5zXX_WBvjiY.wav
5zXI25YW4xY.png,A man is talking while sheep are bleating in the background,./data/audiocaps/dataset/train/5zXI25YW4xY.wav
5zcCl0Lxt24.png,Man speaking with dogs barking in the background,./data/audiocaps/dataset/train/5zcCl0Lxt24.wav
5zY_4mScers.png,Thumping in the background followed by a sneeze,./data/audiocaps/dataset/train/5zY_4mScers.wav
5zk0y-6jqJM.png,A scraping noise while a man speaks,./data/audiocaps/dataset/train/5zk0y-6jqJM.wav
5zjFRUKWMFg.png,A person speaking outdoors and the buzzing sound of a flying insect,./data/audiocaps/dataset/train/5zjFRUKWMFg.wav
j1g4fhdhXXs.png,A sewing machine motor running,./data/audiocaps/dataset/train/j1g4fhdhXXs.wav
3wG_8DNj4-4.png,A motorcycle is revving up,./data/audiocaps/dataset/train/3wG_8DNj4-4.wav
3wFTG-FwtlQ.png,A man is speaking and wind is blowing,./data/audiocaps/dataset/train/3wFTG-FwtlQ.wav
3wJSOpRLkj0.png,"Water is rushing and splashing, the wind is blowing, and a metal ting occurs",./data/audiocaps/dataset/train/3wJSOpRLkj0.wav
3wJNda83ryA.png,Spraying and whirring noise,./data/audiocaps/dataset/train/3wJNda83ryA.wav
3w3_c1F3ZUg.png,"A industrial mechanical machine hisses and runs, music is playing softly in background",./data/audiocaps/dataset/train/3w3_c1F3ZUg.wav
3wDD5wc99TA.png,A man delivering a speech,./data/audiocaps/dataset/train/3wDD5wc99TA.wav
3wAvDU_xIeU.png,Person speaking with a truck idling in background,./data/audiocaps/dataset/train/3wAvDU_xIeU.wav
-7d_L3BXRjk.png,Many birds chirping,./data/audiocaps/dataset/train/-7d_L3BXRjk.wav
JbwPXe2hCn0.png,Water splashing and trickling,./data/audiocaps/dataset/train/JbwPXe2hCn0.wav
3wOuGaT3Obk.png,A woman is giving a speech,./data/audiocaps/dataset/train/3wOuGaT3Obk.wav
Jbmw-HgKh_8.png,Pigeons cooing as bird wings flap,./data/audiocaps/dataset/train/Jbmw-HgKh_8.wav
-7dcq0-6-dc.png,The sound of rain coming down and then a burst of wind,./data/audiocaps/dataset/train/-7dcq0-6-dc.wav
-7eCzlHCVFc.png,Woman talking as she closes the door,./data/audiocaps/dataset/train/-7eCzlHCVFc.wav
NUehhssEtN8.png,A man speaking together with rustling,./data/audiocaps/dataset/train/NUehhssEtN8.wav
NvKiKeShOlU.png,A mild and short belch,./data/audiocaps/dataset/train/NvKiKeShOlU.wav
-7fPnn5PAi4.png,"Man speaking, then child speaking and car passing by",./data/audiocaps/dataset/train/-7fPnn5PAi4.wav
Nv3I-lr2N68.png,Someone is clicking at a computer typewriter keyboard loudly,./data/audiocaps/dataset/train/Nv3I-lr2N68.wav
3FGPY4j3Xwg.png,A horse neighs and birds are chirping,./data/audiocaps/dataset/train/3FGPY4j3Xwg.wav
3FFWOYmRxEw.png,An adult man speaks and types on a keyboard,./data/audiocaps/dataset/train/3FFWOYmRxEw.wav
3FUqYGQLlww.png,Woman speaking while water faucet is running,./data/audiocaps/dataset/train/3FUqYGQLlww.wav
3FMLqFLkvXA.png,Someone is talking while a stream flows in the background,./data/audiocaps/dataset/train/3FMLqFLkvXA.wav
3FMLEu1q_Uk.png,A very loud engine on a motorboat,./data/audiocaps/dataset/train/3FMLEu1q_Uk.wav
C1BgDrL3ZW0.png,A programmed audio with a woman voice is speaking followed by a man speaking,./data/audiocaps/dataset/train/C1BgDrL3ZW0.wav
U2H-KtABXeI.png,An engine idling quietly with rustling and nature sounds,./data/audiocaps/dataset/train/U2H-KtABXeI.wav
3FVL_4NLK1A.png,Clicking and pumping two spraying bursts,./data/audiocaps/dataset/train/3FVL_4NLK1A.wav
3FV3g_yjhDA.png,A large vehicle idles amid sirens,./data/audiocaps/dataset/train/3FV3g_yjhDA.wav
u75MoHoIyL0.png,Children sing and a vehicle passes,./data/audiocaps/dataset/train/u75MoHoIyL0.wav
86fq6rPfG40.png,A child speaks then sheep bleat,./data/audiocaps/dataset/train/86fq6rPfG40.wav
86nwIaavfTs.png,A plane engine is idling and a person is talking in the distance,./data/audiocaps/dataset/train/86nwIaavfTs.wav
86_-pi3-M9w.png,Some birds chirp and flap their wings,./data/audiocaps/dataset/train/86_-pi3-M9w.wav
86_-cViHkzU.png,Clocks are tick-tocking and chiming followed by a woman vocalizing something out loud,./data/audiocaps/dataset/train/86_-cViHkzU.wav
86f8-XlBi_w.png,An engine idling down then stopping,./data/audiocaps/dataset/train/86f8-XlBi_w.wav
XjL5zQ0vJ1U.png,A goat makes baa sounds,./data/audiocaps/dataset/train/XjL5zQ0vJ1U.wav
86p5SlBmsuU.png,A man is talking and opens up a door,./data/audiocaps/dataset/train/86p5SlBmsuU.wav
2YRktz9U1EQ.png,A baby is crying and a woman speaks,./data/audiocaps/dataset/train/2YRktz9U1EQ.wav
2YRfPCbROkw.png,A toilet is flushed,./data/audiocaps/dataset/train/2YRfPCbROkw.wav
hFl36WQ6G5Y.png,A vehicle horn is triggered followed by a train horn,./data/audiocaps/dataset/train/hFl36WQ6G5Y.wav
2YF0MoibNYY.png,Tires screeching followed by motor running,./data/audiocaps/dataset/train/2YF0MoibNYY.wav
2YKi01udnOk.png,Airhorn and a man whistling,./data/audiocaps/dataset/train/2YKi01udnOk.wav
2YJEja41iWM.png,An adult male is speaking and the wind is blowing,./data/audiocaps/dataset/train/2YJEja41iWM.wav
2Y6HO7CHUXo.png,A beep goes off and a gun is being fired several times,./data/audiocaps/dataset/train/2Y6HO7CHUXo.wav
2YBryBcyze4.png,"A large motor vehicle engine is running, and it accelerates and then fades",./data/audiocaps/dataset/train/2YBryBcyze4.wav
2YAGyrlqcXE.png,An engine is idling,./data/audiocaps/dataset/train/2YAGyrlqcXE.wav
_lDFP1OroDY.png,Feet shuffling followed by glass clanking and clanging then gravel shuffling and dropping on a surface,./data/audiocaps/dataset/train/_lDFP1OroDY.wav
NUdnCpXChjo.png,Some clicks and rustling with crinkling plastic,./data/audiocaps/dataset/train/NUdnCpXChjo.wav
_l4bUgLzCq8.png,Something is crumpled followed by a man talking,./data/audiocaps/dataset/train/_l4bUgLzCq8.wav
HyFrfNYW2qY.png,Rubbing and clicking,./data/audiocaps/dataset/train/HyFrfNYW2qY.wav
xy6RdAbHShk.png,Someone sprays liquid onto a hard surface,./data/audiocaps/dataset/train/xy6RdAbHShk.wav
AjuQEDOZ8WY.png,A man speaking softly and typing,./data/audiocaps/dataset/train/AjuQEDOZ8WY.wav
AjtWZ_viEzw.png,A alarm is going off,./data/audiocaps/dataset/train/AjtWZ_viEzw.wav
AjwtVR-bJ_I.png,A car engine revs and accelerates kicking up rocks before coming to a stop,./data/audiocaps/dataset/train/AjwtVR-bJ_I.wav
Ajo5uElYit4.png,A crowd cheering before a man speaks when he do they laugh,./data/audiocaps/dataset/train/Ajo5uElYit4.wav
AjsOw7frSvA.png,A baby cries shortly after a woman speaks,./data/audiocaps/dataset/train/AjsOw7frSvA.wav
AjqKiLQ771M.png,A man speaking,./data/audiocaps/dataset/train/AjqKiLQ771M.wav
UbnKbyps-UA.png,A series of goats and sheep baaing as a woman laughs briefly followed by a man speaking,./data/audiocaps/dataset/train/UbnKbyps-UA.wav
DVsbEC8MgLk.png,A man rides a bicycle with his child,./data/audiocaps/dataset/train/DVsbEC8MgLk.wav
UbdBEgjU82E.png,A woman talks while something is crumpled,./data/audiocaps/dataset/train/UbdBEgjU82E.wav
Ubz-zCifh_U.png,Wind blowing into a microphone followed by multiple bursts of machine gun shots firing alongside metal clanging,./data/audiocaps/dataset/train/Ubz-zCifh_U.wav
HuTJBj8i6YQ.png,Footsteps and a man speaking followed by a loud buzzing and more speech,./data/audiocaps/dataset/train/HuTJBj8i6YQ.wav
aUapuAGhpqQ.png,"A man speaks, and another man speaks through a radio followed by a short beep",./data/audiocaps/dataset/train/aUapuAGhpqQ.wav
xy6ZirYKg8o.png,A machine works while some surface is rubbed,./data/audiocaps/dataset/train/xy6ZirYKg8o.wav
aUX7NmOHq7I.png,A squeak followed by a toilet flushing,./data/audiocaps/dataset/train/aUX7NmOHq7I.wav
aUTGdhAD73s.png,A guy talks while a large crowd noise is in the background and a small engine starts,./data/audiocaps/dataset/train/aUTGdhAD73s.wav
aUFjmQ-mn4s.png,A man speaking with fire crackling,./data/audiocaps/dataset/train/aUFjmQ-mn4s.wav
rS0MR2YfrOc.png,A race car speeds up and then decelerates,./data/audiocaps/dataset/train/rS0MR2YfrOc.wav
C8osl7X20xc.png,Muffled plastic clanking followed by plastic clicking then a vehicle horn honking as rain lightly patters on a surface and a fan moderately blows air in the background,./data/audiocaps/dataset/train/C8osl7X20xc.wav
C8_5yf5Z0ms.png,"Animals bleating, dogs barking and a clanging sound",./data/audiocaps/dataset/train/C8_5yf5Z0ms.wav
vDbXyjFpEtI.png,Many sirens go off as emergency vehicles get close and go by,./data/audiocaps/dataset/train/vDbXyjFpEtI.wav
9epTeWV_s-o.png,A man speaking distantly and continuously,./data/audiocaps/dataset/train/9epTeWV_s-o.wav
9eqr4fgM9Gk.png,A goat baas twice and children speak and scream amid continual droning of static,./data/audiocaps/dataset/train/9eqr4fgM9Gk.wav
9erUEPdzpdU.png,Multiple people cheering followed by a male speaker who prompts another to honk the horn,./data/audiocaps/dataset/train/9erUEPdzpdU.wav
9ejswJBHvbk.png,Engine chugging and revving,./data/audiocaps/dataset/train/9ejswJBHvbk.wav
9eo-1KUdrc4.png,Two men converse on an electronic device,./data/audiocaps/dataset/train/9eo-1KUdrc4.wav
9erdc_uxCks.png,Powerful rain shower followed by a man speaking,./data/audiocaps/dataset/train/9erdc_uxCks.wav
ZmedyH-tvBo.png,The revving of an engine followed by a loud car zooming,./data/audiocaps/dataset/train/ZmedyH-tvBo.wav
UV9Ln599DXk.png,A man speaks slowly while a machine is running continuously and water is splashed at the end,./data/audiocaps/dataset/train/UV9Ln599DXk.wav
UV8GL5VwPXg.png,Spraying followed by speech,./data/audiocaps/dataset/train/UV8GL5VwPXg.wav
ZmZjkXfIzNk.png,Some light clicking and rattling with a man speaking,./data/audiocaps/dataset/train/ZmZjkXfIzNk.wav
EkL2GVvEGWk.png,Brief speech followed by rapid tapping with music in the background,./data/audiocaps/dataset/train/EkL2GVvEGWk.wav
-aaJ1sMDtmk.png,A dog whining and then barking,./data/audiocaps/dataset/train/-aaJ1sMDtmk.wav
-FhECaRA_Gc.png,Someone whistles a tune with an instrumental,./data/audiocaps/dataset/train/-FhECaRA_Gc.wav
-Fh3GhU1QOc.png,Writing with pencil or pen and typing,./data/audiocaps/dataset/train/-Fh3GhU1QOc.wav
tbaKSmQtKe4.png,Distant clip clops of a horse with people speaking faintly,./data/audiocaps/dataset/train/tbaKSmQtKe4.wav
-aUzUMVoqpc.png,Vehicle horn sound that is beep,./data/audiocaps/dataset/train/-aUzUMVoqpc.wav
-aUbQi149eE.png,Bird chirping and tweeting,./data/audiocaps/dataset/train/-aUbQi149eE.wav
-aTSKztGz_k.png,A door slams shut loudly,./data/audiocaps/dataset/train/-aTSKztGz_k.wav
-aYMUIRFbcM.png,An engine idling,./data/audiocaps/dataset/train/-aYMUIRFbcM.wav
-aW2IvGMAJM.png,"A hissing sound is heard and a dog pants, then a slight slapping sound occurs",./data/audiocaps/dataset/train/-aW2IvGMAJM.wav
-aVWxd6fwWo.png,A conversation or speech in a vehicle while signaling to turn,./data/audiocaps/dataset/train/-aVWxd6fwWo.wav
2Pgdbsk3_M4.png,Women laughing loudly,./data/audiocaps/dataset/train/2Pgdbsk3_M4.wav
h-gORdiZ7Xw.png,Two men talks while typing,./data/audiocaps/dataset/train/h-gORdiZ7Xw.wav
e7l0nmb0I3s.png,Running water and splashes,./data/audiocaps/dataset/train/e7l0nmb0I3s.wav
h-cZrDCu190.png,Man talks while a motorcycle is humming from being driven,./data/audiocaps/dataset/train/h-cZrDCu190.wav
e7V1SZH30cw.png,A man speaks with some crinkling,./data/audiocaps/dataset/train/e7V1SZH30cw.wav
2PiWg79OBeA.png,A child speaks and helicopter blades are rotating,./data/audiocaps/dataset/train/2PiWg79OBeA.wav
h-IXJMscG4Y.png,Paper is softly torn,./data/audiocaps/dataset/train/h-IXJMscG4Y.wav
4DIye42_0nQ.png,Vehicle running followed by speech,./data/audiocaps/dataset/train/4DIye42_0nQ.wav
4DHZOvSK8Lo.png,Water is running and splashing and gurgling,./data/audiocaps/dataset/train/4DHZOvSK8Lo.wav
S96Tzzfppl4.png,A large truck slowly moves forward then brakes squeal,./data/audiocaps/dataset/train/S96Tzzfppl4.wav
2PlWOKwpG8I.png,A woman speaks and sheep are bleating,./data/audiocaps/dataset/train/2PlWOKwpG8I.wav
2PktAoeETUQ.png,Wind blowing by and water splashes,./data/audiocaps/dataset/train/2PktAoeETUQ.wav
XZmcBzbrb2g.png,"A click followed by a loud, long bang",./data/audiocaps/dataset/train/XZmcBzbrb2g.wav
XZqcZa58CGs.png,An engine revving up a few times,./data/audiocaps/dataset/train/XZqcZa58CGs.wav
VmSHONdqvng.png,"Racecars revs and skid nearby, and then people begin to talk",./data/audiocaps/dataset/train/VmSHONdqvng.wav
LGhf4Hw_jwc.png,"A race car accelerates nearby, and then decelerates and downshifts",./data/audiocaps/dataset/train/LGhf4Hw_jwc.wav
8XrCAsHvBoE.png,A car engine is idling,./data/audiocaps/dataset/train/8XrCAsHvBoE.wav
8XptIj6XUDU.png,A dog barks and some metal clinks,./data/audiocaps/dataset/train/8XptIj6XUDU.wav
8Y6zXBSg63o.png,A horse is walking and a woman speaks in the background,./data/audiocaps/dataset/train/8Y6zXBSg63o.wav
8Y1OJ1qLbZA.png,"A metal object is smacked, then an object is hammered",./data/audiocaps/dataset/train/8Y1OJ1qLbZA.wav
8Y7hfpyNhGA.png,A woman is giving a speech,./data/audiocaps/dataset/train/8Y7hfpyNhGA.wav
lp_LjwjYbZo.png,A man speaking as group of men speak in the distance before briefly shouting as metal loudly crunches and crashes followed by a vehicle alarm ringing,./data/audiocaps/dataset/train/lp_LjwjYbZo.wav
ZxqhPnqn7As.png,"Silverware clangs as it is being washed, followed by a person talking nearby",./data/audiocaps/dataset/train/ZxqhPnqn7As.wav
R1UlJcLZR78.png,Continuous laughter,./data/audiocaps/dataset/train/R1UlJcLZR78.wav
eOrzVWFP8yk.png,Low buzz microphone noise and male voice and slamming,./data/audiocaps/dataset/train/eOrzVWFP8yk.wav
eOTJ8fSTH3s.png,"A person loudly groans, followed by some crashing and yelling, a sheep bleats with music in the background.",./data/audiocaps/dataset/train/eOTJ8fSTH3s.wav
B1Dyj3JsBTk.png,Toilet flushing,./data/audiocaps/dataset/train/B1Dyj3JsBTk.wav
B1AcKJdP1h8.png,"A bang, dog barking and people talking",./data/audiocaps/dataset/train/B1AcKJdP1h8.wav
B15G9j6-08g.png,An engine chugging loudly,./data/audiocaps/dataset/train/B15G9j6-08g.wav
B10u_JR3sdQ.png,Engines hum and rain falls hard on a windshield,./data/audiocaps/dataset/train/B10u_JR3sdQ.wav
B19gMNO_VLQ.png,Vehicles passing quickly with muffled speech,./data/audiocaps/dataset/train/B19gMNO_VLQ.wav
R1hPAC4ESbY.png,Drilling followed by a knock,./data/audiocaps/dataset/train/R1hPAC4ESbY.wav
B1-QUrUPDgk.png,Fire noises followed by an emergency siren and loud crash,./data/audiocaps/dataset/train/B1-QUrUPDgk.wav
B0zm_tHxHBI.png,An engine running and a man and woman speaking with light wind,./data/audiocaps/dataset/train/B0zm_tHxHBI.wav
dwHehyk80ec.png,A kid laughing and woman talking followed by water splashing and kids yelling,./data/audiocaps/dataset/train/dwHehyk80ec.wav
dwAWIq14u48.png,Faint crumpling and crinkling with some tapping,./data/audiocaps/dataset/train/dwAWIq14u48.wav
wnGr-g6CcOg.png,Rain falling on a plastic surface,./data/audiocaps/dataset/train/wnGr-g6CcOg.wav
wnnHcidRREw.png,A person snoring and snorting followed by a person laughing quietly,./data/audiocaps/dataset/train/wnnHcidRREw.wav
wnbSqyjPQs0.png,A toilet gurgles flushing down water with a big splash at the end,./data/audiocaps/dataset/train/wnbSqyjPQs0.wav
xoK7YdYm80I.png,A helicopter flying,./data/audiocaps/dataset/train/xoK7YdYm80I.wav
xnzn4NWqvc0.png,Food sizzles in a pan then a woman speaks,./data/audiocaps/dataset/train/xnzn4NWqvc0.wav
